CaseID,weight_pop,B3,ND2,B7_a,GH1,educ_4cat,ppethm
3384,14300.5259,3,3,1,3,3,4
3385,14149.361,5,3,3,1,3,1
3386,23602.0837,5,3,2,1,3,1
3387,13289.8954,3,3,3,1,4,1
3388,18833.0177,3,2,2,1,4,3
3389,26076.629,3,3,3,2,4,1
3390,21282.0005,3,2,2,1,4,2
3391,42466.8506,2,2,2,3,1,1
3392,18977.5373,4,2,3,1,4,4
3393,20929.5501,4,2,3,2,2,1
3394,28952.7311,3,3,1,1,3,3
3395,8349.6505,3,1,3,1,4,1
3396,16142.5632,3,3,3,3,3,1
3397,19131.2115,2,3,2,2,3,1
3398,19162.689,3,2,2,3,2,1
3399,20617.8134,2,3,1,1,3,1
3400,15736.0434,3,3,3,1,3,1
3401,19927.6513,4,3,1,3,2,2
3402,17730.1986,2,3,2,1,4,1
3403,35802.3293,3,3,1,3,3,1
3404,37341.9941,2,3,1,1,3,4
3405,19677.1448,3,3,2,3,4,1
3406,23346.0505,3,3,3,2,3,1
3408,17001.7715,2,3,3,3,4,4
3409,14861.7569,3,3,3,1,2,1
3410,15051.257,3,2,1,2,2,1
3411,17339.9346,3,2,1,2,2,1
3412,9509.3565,1,3,1,1,4,4
3413,19131.2115,3,3,2,2,3,1
3414,48510.2219,5,3,2,2,2,4
3415,34509.2519,4,5,2,3,2,2
3416,10724.8589,2,3,1,3,4,4
3417,19891.9709,2,3,1,1,3,1
3418,16039.761,3,1,2,1,4,2
3419,23153.5532,2,3,1,2,1,1
3420,17404.0326,3,2,3,1,3,1
3421,30998.7086,3,3,3,1,3,1
3422,16302.7652,5,5,4,3,4,1
3423,26364.7371,3,3,1,3,2,1
3424,25043.4142,2,3,1,2,3,1
3425,22541.2348,4,3,3,1,2,1
3426,18155.9675,4,2,3,2,3,1
3427,17704.7623,3,3,3,1,2,1
3428,9091.2634,2,3,2,1,4,1
3429,28714.0264,4,2,3,1,4,3
3430,10965.4948,3,3,2,1,4,1
3431,14323.7915,3,2,1,3,4,1
3432,43050.7414,3,3,3,1,3,4
3433,9028.7879,2,2,2,1,4,1
3434,21938.1087,3,3,2,1,3,1
3435,21579.2115,2,3,2,2,4,1
3437,10737.6331,4,3,3,3,4,4
3438,8648.8283,1,3,2,4,4,5
3439,23501.2,4,3,3,1,3,2
3440,14140.9356,4,3,3,2,4,1
3441,15051.257,2,3,2,1,3,1
3442,23235.1701,3,3,4,2,2,2
3443,20496.546,3,3,2,1,3,1
3444,17215.2353,2,3,2,1,2,1
3445,22438.3553,2,3,2,1,4,4
3446,18596.2755,3,3,4,3,2,1
3447,30850.2665,3,3,3,3,4,1
3448,20481.7834,3,3,2,2,4,1
3449,29421.0976,2,3,2,1,3,1
3450,13150.606,3,3,2,2,3,1
3451,15748.3939,4,3,2,2,3,1
3452,14846.0888,3,2,1,3,3,1
3453,14140.9356,2,3,3,2,4,1
3454,19805.2631,3,2,2,3,3,4
3455,16050.0871,2,3,2,1,3,2
3456,20051.2529,1,3,1,2,3,1
3457,68344.2243,5,3,3,1,1,4
3458,19790.4153,3,3,3,1,4,1
3459,10512.7464,2,2,2,3,4,1
3460,14447.0598,2,3,3,2,2,1
3461,16142.5632,3,3,3,1,4,1
3462,18413.5359,3,3,2,1,2,1
3463,19493.8887,3,3,3,1,4,1
3464,12517.6437,2,4,3,1,4,1
3465,23490.2307,5,1,4,3,3,4
3466,27547.9231,2,3,2,1,3,4
3467,13076.0047,3,3,1,3,3,1
3468,12489.6056,4,2,2,3,4,2
3469,27174.7391,3,3,2,1,4,1
3470,21579.2115,2,3,2,2,4,1
3471,13496.2622,3,3,3,3,3,4
3472,16302.7652,2,3,3,1,4,1
3473,12892.2779,1,3,2,2,3,1
3474,26130.5262,3,3,3,3,4,2
3475,12517.6437,3,2,4,3,4,1
3476,28071.4704,5,1,2,3,3,2
3477,10305.5614,3,2,3,2,4,1
3478,13090.7683,1,3,2,2,4,1
3479,15748.3939,2,3,3,1,3,1
3480,30420.8103,3,3,2,4,3,1
3481,18800.2184,2,3,3,2,3,1
3482,23687.5548,3,4,4,2,4,1
3483,22076.5244,3,3,1,3,3,4
3484,10965.4948,1,2,3,1,4,1
3485,38783.1979,3,3,2,3,1,4
3486,34440.377,3,3,2,3,2,2
3487,10965.4948,4,3,3,2,4,1
3488,16258.6986,3,3,3,2,2,1
3489,38604.0004,3,3,2,1,1,4
3490,16667.5613,3,3,3,1,3,4
3491,16551.2879,2,3,1,2,3,1
3492,16887.6541,3,3,2,1,3,4
3493,16417.8255,4,3,1,2,3,4
3494,14146.183,2,3,3,1,3,1
3495,49737.3306,3,3,3,4,2,2
3496,30850.2665,3,1,3,1,4,1
3497,9406.2,3,3,3,2,4,4
3498,13095.626,4,3,1,2,3,1
3499,23346.0505,3,3,3,3,2,1
3500,19917.9717,4,5,2,1,3,1
3501,10151.1496,2,3,3,2,4,1
3502,31017.5222,4,3,3,1,4,3
3503,18456.2766,2,2,2,1,4,4
3504,20481.7834,3,3,2,1,4,1
3505,24151.6233,5,3,2,3,3,4
3506,20174.8978,3,5,4,3,4,1
3507,7808.2253,3,2,3,2,4,1
3508,13289.8954,3,3,3,1,4,1
3509,17286.4801,3,1,1,1,3,1
3510,23676.0719,4,2,2,3,2,1
3511,9118.3914,3,3,3,3,4,1
3512,13090.7683,3,3,3,2,4,1
3513,29857.8076,3,1,2,2,2,1
3514,14140.9356,2,2,3,2,4,1
3515,15116.4069,4,2,3,1,4,1
3516,17203.7011,2,2,2,3,4,1
3517,14146.183,3,3,3,1,3,1
3518,20481.7834,5,3,3,1,4,1
3519,16168.6143,3,2,2,2,4,1
3520,29390.9838,3,3,2,2,3,1
3521,13431.1949,3,3,2,3,4,1
3522,37592.4328,2,2,2,2,4,3
3523,13205.7736,2,3,2,2,3,1
3524,19162.689,2,3,2,1,2,1
3525,5080.5229,3,2,3,3,4,5
3526,17542.5094,5,3,3,3,3,4
3527,21359.9716,3,2,3,1,4,4
3528,13016.0269,3,2,2,2,4,3
3529,15280.2056,3,3,3,1,2,1
3530,20481.7834,3,2,3,2,4,1
3531,19830.3597,3,3,3,1,3,2
3532,18615.4748,3,3,3,1,4,1
3533,10512.7464,3,3,3,3,4,1
3534,15848.0113,2,3,2,1,3,2
3535,16541.2304,1,2,2,2,3,1
3536,7944.3083,1,3,1,3,3,1
3537,43185.6976,3,2,2,1,2,4
3538,17029.2092,3,2,3,2,4,4
3539,10151.1496,2,3,3,1,4,1
3540,22386.3929,2,3,3,1,2,1
3541,8441.2201,3,3,3,2,4,1
3542,36975.0464,2,3,1,1,2,4
3543,21500.7201,4,3,3,1,3,4
3544,18746.3744,2,2,2,1,2,1
3545,14140.9356,3,2,3,2,4,1
3546,14052.8508,3,3,2,3,4,1
3547,31918.1702,3,3,2,3,1,1
3548,14861.7569,2,3,2,2,2,1
3549,25976.0705,2,3,3,2,4,1
3550,16705.3888,3,3,2,1,3,1
3551,52145.5044,2,3,2,1,3,4
3552,23922.6348,3,1,2,1,4,1
3553,30694.5449,3,2,1,1,3,2
3554,17759.9158,3,2,3,1,4,1
3555,29526.8252,3,3,3,2,4,3
3556,12641.8712,4,3,3,2,4,1
3557,12953.5659,4,2,3,2,3,1
3558,28122.8885,3,3,3,1,3,3
3559,77040.8442,3,2,2,3,3,4
3560,16412.0464,4,3,1,1,4,4
3561,30242.6277,3,3,3,1,3,1
3562,21917.784,2,2,3,2,2,1
3563,16302.7652,3,3,3,1,4,1
3564,10151.1496,2,3,2,1,4,1
3565,20858.5367,3,3,2,2,3,1
3566,23415.4431,2,3,2,3,4,1
3567,13317.364,3,3,3,2,4,2
3568,12622.8689,3,3,2,4,4,1
3569,35906.0738,3,3,1,1,3,1
3570,22608.5599,3,3,2,3,2,1
3571,22386.3929,2,3,2,1,2,1
3572,15923.6687,2,2,2,2,3,1
3573,13090.7683,3,3,3,2,4,1
3574,17215.2353,2,3,2,1,2,1
3575,26763.8187,3,3,3,3,2,1
3576,21057.7269,2,2,3,1,4,1
3577,13526.6483,2,3,2,1,4,1
3578,16551.2879,3,3,2,1,4,1
3579,16142.5632,2,3,2,2,4,1
3580,23922.6348,3,3,2,1,4,1
3581,20411.4205,2,3,3,2,2,1
3582,28993.6131,4,2,2,1,4,1
3583,13992.7265,1,3,2,2,3,1
3584,20174.8978,2,2,3,2,4,1
3585,19493.8887,3,3,3,1,4,1
3586,38473.1878,5,3,3,4,3,4
3587,15320.7296,1,4,1,2,4,1
3588,27400.9884,3,1,2,1,2,1
3589,15116.4069,4,3,3,1,4,1
3590,20174.8978,2,2,3,3,4,1
3591,21579.2115,3,2,3,1,4,1
3592,20450.9761,4,5,2,3,3,1
3593,20481.7834,2,3,2,2,4,1
3594,44450.6201,3,4,3,1,2,4
3595,31436.8015,3,3,3,2,2,1
3596,20273.4104,1,3,1,2,2,1
3597,12967.711,3,3,1,1,4,1
3598,14447.0598,2,2,4,1,3,1
3599,22386.3929,3,3,1,2,2,1
3600,23982.9993,2,3,2,1,3,1
3601,14007.173,2,2,3,4,3,1
3602,11773.2408,2,3,1,1,3,1
3603,9415.9112,2,3,1,2,4,4
3604,13802.1863,3,2,3,4,2,5
3605,28438.1383,2,3,2,1,3,1
3606,8349.6505,2,2,3,2,4,1
3607,17272.0782,3,1,2,3,2,1
3608,15093.9553,2,3,2,3,2,1
3609,9091.2634,1,3,2,3,4,1
3610,18596.2755,2,2,2,2,2,1
3611,33001.1091,3,2,3,3,4,1
3612,15321.6202,3,2,2,1,4,1
3613,8476.6592,3,3,1,2,4,1
3614,13289.8954,4,3,3,2,4,1
3615,3666.6386,3,3,2,3,3,5
3616,15280.2056,3,3,3,3,2,1
3617,23346.0505,3,3,2,2,2,1
3618,10512.3875,1,3,1,3,4,1
3619,17011.7611,2,3,1,2,3,1
3620,11074.0956,4,3,3,2,4,2
3621,23602.8895,2,3,2,4,2,1
3622,21238.8125,2,3,3,3,2,2
3623,16745.0487,4,2,2,3,4,1
3624,25043.4142,2,2,2,1,3,1
3625,24159.5612,5,2,2,3,4,2
3626,16183.5754,2,2,1,2,3,1
3627,38783.1979,2,3,3,1,1,4
3628,20051.2529,3,3,3,1,2,1
3629,13763.8121,2,2,2,1,4,1
3630,15297.0137,2,3,2,2,3,1
3631,22761.0793,4,3,3,1,4,1
3632,59662.1257,3,3,3,3,1,4
3633,25905.235,3,5,2,1,3,3
3634,18014.4292,3,3,2,2,3,1
3635,21736.5157,2,3,2,4,3,4
3636,25715.6438,2,3,3,1,3,4
3637,25856.8545,4,3,1,3,1,1
3638,19771.8252,3,3,2,2,3,1
3639,14140.9356,1,3,2,3,4,1
3640,20481.7834,3,1,3,2,4,1
3641,16302.7652,1,3,2,1,4,1
3642,17215.9803,3,2,2,3,1,5
3643,16302.7652,3,1,4,1,4,1
3644,26646.7085,3,3,3,1,2,1
3645,24369.5514,5,3,3,3,2,1
3646,18615.4748,3,3,1,2,2,1
3647,14140.9356,2,3,3,1,4,1
3648,16860.3265,2,3,1,1,2,1
3649,23687.5548,2,3,2,4,4,1
3650,32891.2537,2,2,2,3,2,2
3651,16834.7006,3,3,1,4,4,4
3652,12953.5659,3,3,2,2,3,1
3653,21515.3975,4,4,3,1,4,2
3654,29857.8076,4,3,1,1,4,1
3655,25685.9139,3,2,2,1,4,1
3656,15092.0511,2,3,3,2,4,1
3657,20089.3827,2,3,2,2,3,1
3658,21057.7269,3,3,3,1,4,1
3659,23235.1701,2,2,2,2,2,2
3660,22087.8618,3,2,2,1,4,3
3661,12233.8219,4,3,1,2,3,1
3662,25332.7665,2,2,1,1,3,1
3663,33949.8661,1,2,1,1,3,1
3664,23661.7247,3,1,2,2,4,2
3665,10352.2207,3,3,2,2,3,1
3666,10965.4948,2,3,2,2,4,1
3667,41604.8078,5,3,3,3,3,4
3668,22781.6351,3,3,2,1,4,1
3669,57486.472,3,3,1,3,1,4
3670,24377.4595,3,3,3,2,3,1
3671,3666.6386,4,3,3,3,4,5
3672,20929.5501,5,3,1,2,3,1
3673,40218.3101,3,2,2,2,1,4
3674,19635.4932,3,3,3,3,3,2
3675,13076.0047,3,3,3,2,3,1
3676,17704.7623,3,1,3,2,2,1
3677,14140.9356,3,3,3,3,4,1
3678,13578.4931,3,3,3,1,4,1
3680,27832.4729,3,3,2,3,3,2
3681,9406.2,3,1,2,1,4,4
3682,21065.5409,5,3,4,3,3,1
3683,13090.7683,2,2,3,2,4,1
3684,7540.2941,1,3,1,1,3,1
3685,30366.6798,3,3,2,1,3,4
3686,25652.3835,2,2,3,1,3,1
3687,18615.4748,2,3,2,2,2,1
3688,10151.1496,3,1,3,1,4,1
3689,19495.8914,3,3,3,2,2,1
3690,26423.1086,3,3,3,1,4,1
3691,34923.3527,4,3,3,4,3,2
3692,10739.5377,2,3,2,2,4,1
3693,10953.9648,5,1,2,2,4,2
3694,44941.4752,3,3,2,2,1,1
3695,71528.5959,3,3,2,3,2,3
3696,18641.3105,3,5,2,4,4,3
3697,29895.6075,2,3,2,1,2,4
3698,20174.8978,2,3,3,1,4,1
3699,25652.3835,2,2,2,2,3,1
3700,24048.8575,3,3,3,4,3,1
3701,13374.1585,3,2,3,2,3,1
3702,8953.7772,2,3,1,1,3,5
3703,20846.6562,2,3,3,2,4,1
3704,29392.9448,3,2,3,1,3,4
3705,22737.6043,2,2,2,1,4,1
3706,18415.6053,5,2,1,1,4,1
3707,15882.4633,1,1,2,2,4,1
3708,20434.3615,4,2,1,3,3,2
3709,23006.8457,2,2,2,3,3,2
3710,10251.6852,3,3,3,3,4,2
3711,43185.6976,2,3,3,1,2,4
3712,28559.1918,2,2,3,1,4,1
3713,24778.0352,3,3,2,1,3,1
3714,29430.7878,1,1,2,3,1,1
3715,24319.4371,2,3,2,2,1,1
3716,17066.8933,3,3,3,2,4,2
3717,36936.9117,3,2,2,2,2,4
3718,18677.0501,4,2,3,2,3,1
3719,15216.2834,3,3,4,1,3,4
3720,20985.1095,2,3,2,4,3,1
3721,24518.4878,3,2,3,3,3,4
3722,18931.2981,3,1,2,1,4,1
3723,21846.0455,2,2,3,2,3,4
3724,13577.5963,5,3,2,2,3,1
3725,31501.207,3,1,2,3,3,4
3726,30850.2665,2,2,2,1,4,1
3727,15154.0373,2,2,2,4,4,1
3728,21515.8307,1,3,1,1,4,1
3729,15091.212,3,3,3,2,3,1
3730,9020.8856,3,1,3,1,4,5
3731,14738.0551,2,2,2,3,3,1
3732,29390.9838,2,2,3,2,3,1
3733,22073.6463,4,3,2,1,3,2
3734,3696.5929,3,3,1,2,4,5
3735,16098.9296,3,3,1,2,2,1
3736,20617.8134,3,2,3,1,3,1
3737,26114.2574,1,3,1,3,2,2
3738,20174.8978,3,3,3,2,4,1
3739,23602.0837,2,3,2,2,2,1
3740,8993.4644,3,3,2,3,3,5
3741,17260.9348,3,3,2,2,3,1
3742,23905.8338,4,2,3,1,3,4
3743,17782.6816,3,3,1,3,2,1
3744,8416.1068,3,3,2,3,4,1
3745,23137.7242,4,2,3,1,2,1
3746,30850.2665,3,3,3,1,4,1
3747,17753.3256,3,3,2,4,1,1
3748,15280.2056,2,1,3,3,2,1
3749,26022.5387,3,3,3,4,3,1
3750,24021.2155,3,2,2,4,2,5
3751,21262.4511,3,3,3,2,1,1
3752,19294.1746,3,3,2,1,2,1
3753,30547.111,3,2,2,1,4,1
3754,15739.1461,4,3,3,2,4,4
3755,13150.606,3,3,3,1,3,1
3756,24099.4882,2,3,2,3,2,1
3757,27924.8641,3,3,3,4,3,1
3758,14007.0782,3,3,2,3,4,4
3759,19086.793,3,3,2,4,4,1
3760,19382.5887,3,1,1,2,4,3
3761,41238.5312,3,2,2,2,2,4
3762,24048.8575,3,1,2,4,3,1
3763,21938.1087,2,3,3,1,3,1
3764,10965.4948,3,3,3,2,4,1
3765,12033.6823,2,3,1,2,4,1
3766,29008.2356,2,3,1,2,1,1
3767,10151.1496,2,3,3,1,4,1
3768,20089.3827,3,3,3,1,3,1
3769,22926.0308,3,3,2,2,1,1
3770,3666.6386,2,2,3,1,4,5
3771,20047.8367,5,4,3,1,3,2
3773,12113.6041,2,2,1,2,3,1
3774,30806.7665,4,3,4,1,3,3
3775,15411.6932,3,3,3,2,2,1
3776,18103.6019,3,1,3,4,3,4
3777,20271.1524,2,3,1,2,2,1
3778,37677.6253,2,4,3,3,2,2
3779,22649.1151,5,3,3,3,3,1
3780,9902.3966,3,2,2,1,4,1
3781,33502.7881,3,1,1,3,3,2
3782,23647.8226,1,3,2,2,3,1
3783,15882.4633,3,1,4,1,4,1
3784,20753.9244,2,2,3,1,4,1
3785,12978.4519,1,3,1,3,3,4
3786,14981.7128,3,2,1,2,2,1
3787,10305.5614,3,2,2,1,4,1
3788,16302.7652,2,3,3,1,4,1
3789,21057.7269,3,2,3,1,4,1
3790,15923.6687,1,3,1,2,2,1
3791,7885.7157,3,3,2,4,4,1
3792,12608.3176,3,2,1,3,3,2
3793,7208.1778,4,3,3,3,4,1
3794,22705.5728,2,3,3,1,4,2
3795,14140.9356,2,2,3,1,4,1
3796,24780.3555,4,2,3,1,3,2
3797,28104.2223,3,2,2,1,4,1
3798,20929.5501,3,3,1,4,2,1
3799,27473.8328,3,3,2,1,4,1
3800,18693.8355,2,3,2,1,3,1
3801,22789.3308,2,3,2,2,2,1
3802,16142.5632,4,1,4,2,4,1
3803,19712.6649,1,3,1,1,2,1
3804,13289.8954,3,2,4,2,4,1
3805,23540.2224,3,2,2,1,4,3
3806,20047.8367,3,2,1,2,3,2
3807,21057.7269,3,2,2,3,4,1
3808,15321.6202,4,3,3,1,4,1
3809,15100.5123,3,3,3,4,4,2
3810,27473.8328,3,2,3,1,4,1
3811,13205.7736,3,3,2,1,3,1
3812,34440.377,1,3,1,3,2,2
3813,21247.9149,4,2,2,2,2,1
3814,26883.5313,3,2,3,1,4,1
3815,23153.5532,4,3,3,2,1,1
3816,22318.4748,3,2,2,2,3,2
3817,20472.3273,3,3,2,2,2,1
3818,20638.96,4,2,3,1,4,4
3819,16633.7352,3,3,1,1,2,1
3820,20542.0192,3,3,1,1,4,4
3821,23443.4148,2,2,1,2,2,1
3822,19843.1937,5,3,1,3,3,1
3823,12908.7156,3,3,1,3,1,1
3824,13763.8121,3,2,2,3,4,1
3825,6774.3699,2,2,2,1,4,1
3826,14555.5127,2,2,2,2,2,1
3827,48399.5612,1,3,2,1,3,3
3828,21057.7269,4,3,3,1,4,1
3829,26139.6599,3,3,2,1,3,4
3830,54863.2055,3,3,1,1,2,4
3831,10965.4948,1,3,3,2,4,1
3832,20142.9718,2,3,2,1,4,1
3833,19183.0054,2,1,1,1,2,1
3834,15472.8743,3,2,3,1,4,1
3835,23413.66,1,3,1,1,3,1
3836,16098.9296,1,3,1,3,2,1
3837,14856.6413,2,2,1,3,4,3
3838,16976.5798,3,1,3,2,3,2
3839,20250.0111,2,3,2,3,3,1
3840,14140.9356,2,3,3,1,4,1
3841,15529.7006,2,2,2,3,3,1
3842,15346.3465,3,3,2,1,4,1
3843,24099.4882,2,3,2,3,3,1
3844,20239.2036,3,3,2,3,3,2
3845,11523.7731,4,3,2,2,4,1
3846,31976.5505,2,2,2,2,2,4
3847,11182.6962,2,2,2,3,3,1
3848,62683.0421,3,3,2,4,2,4
3849,27775.2374,3,3,1,1,1,2
3850,16490.7957,3,4,3,3,4,2
3851,20831.2795,2,3,2,3,2,1
3852,15051.257,3,3,3,3,2,1
3853,13207.1118,4,3,1,3,4,1
3854,15978.5584,3,3,4,3,4,4
3855,12328.3588,3,2,3,1,4,2
3856,15116.4069,1,2,3,1,4,1
3857,11325.2852,1,3,1,1,3,1
3858,13763.8121,2,3,2,3,4,1
3859,10443.0136,3,3,2,4,2,1
3860,10512.3875,4,3,3,1,4,1
3861,12758.3816,3,3,1,3,2,1
3862,20472.3273,2,3,2,2,2,1
3863,28968.0356,2,3,2,4,2,1
3864,25322.8597,5,3,4,1,4,2
3865,15051.257,3,3,2,2,2,1
3866,21744.8098,3,2,3,3,4,4
3867,16814.7934,2,3,2,1,4,1
3868,32818.2171,3,3,3,3,1,4
3869,13205.7736,4,3,3,3,3,1
3870,13202.3575,3,3,2,1,4,2
3871,21295.378,3,2,2,4,3,4
3872,11327.7607,1,3,3,2,4,1
3873,12517.6437,3,3,4,3,4,1
3874,18880.3487,1,3,1,1,3,1
3875,8349.6505,3,3,3,1,4,1
3876,43567.2993,5,3,3,1,3,2
3877,14001.9772,2,3,2,1,4,1
3878,28383.1341,3,3,2,1,3,1
3879,12036.9729,2,3,3,1,4,3
3880,18880.3487,2,3,2,2,3,1
3881,16705.3888,4,3,2,1,3,1
3882,25948.9035,2,3,3,1,4,3
3883,17668.7699,4,3,3,1,2,1
3884,10965.4948,3,3,3,2,4,1
3885,22181.6458,1,3,1,1,2,1
3886,21515.8307,2,1,3,2,4,1
3887,33949.8661,2,3,2,1,3,1
3888,7040.6897,1,3,2,3,3,5
3889,13150.606,3,3,2,2,3,1
3890,23687.5548,4,2,3,1,4,1
3891,27931.992,3,5,2,3,2,2
3892,41064.903,2,3,2,1,1,4
3893,14861.7569,2,1,2,3,2,1
3894,14140.9356,2,3,2,1,4,1
3895,14001.9772,3,3,1,2,4,1
3896,23188.1982,3,2,2,1,3,1
3898,26430.9029,3,3,3,3,1,1
3899,43567.2993,3,3,4,1,2,2
3900,21579.2115,3,2,3,2,4,1
3901,11323.2829,3,1,3,2,4,4
3902,10305.5614,2,3,1,3,4,1
3903,28379.3266,3,3,3,4,3,2
3904,26076.629,5,1,2,2,4,1
3905,34803.6677,1,1,2,4,1,1
3906,28936.1622,3,3,2,1,4,4
3907,9019.476,3,3,2,2,4,1
3908,48016.5365,1,3,2,1,2,4
3909,30401.3975,3,2,3,1,3,2
3910,19131.2115,2,3,1,1,3,1
3911,23188.1982,2,3,1,1,2,1
3912,20929.5501,3,3,3,1,3,1
3913,26327.5297,2,5,2,1,3,2
3914,34837.6235,3,3,2,1,2,2
3915,6958.9767,3,2,3,3,4,4
3916,10965.4948,3,5,3,3,4,1
3917,10855.3913,5,2,3,3,4,4
3918,19892.9415,3,3,2,3,4,1
3919,15321.6202,3,3,3,1,4,1
3920,35648.5231,4,1,3,3,4,1
3921,16733.4566,1,3,1,2,4,1
3922,17215.2353,4,3,3,1,2,1
3923,14447.0598,2,2,3,2,3,1
3924,14782.9264,3,2,1,3,3,1
3925,14894.2347,3,3,1,3,3,2
3926,34568.8155,2,3,2,2,3,4
3927,20547.0675,3,3,2,3,3,2
3928,13967.3358,3,3,3,2,2,1
3929,13289.8954,5,2,4,1,4,1
3930,30547.111,4,2,3,1,4,1
3931,12641.8712,3,2,2,1,4,1
3932,29743.755,2,3,3,3,3,1
3933,17697.4702,2,3,1,2,4,1
3934,16142.5632,2,2,3,1,4,1
3935,66871.4676,1,3,1,3,3,4
3936,31878.6322,3,3,2,2,2,4
3937,14428.0173,3,3,2,1,2,1
3938,16011.1824,2,1,1,2,3,1
3939,26324.5249,3,2,3,1,2,1
3940,13374.1585,3,3,3,3,3,1
3941,25685.9139,2,3,1,1,4,1
3942,20271.1524,3,2,1,2,2,1
3943,40243.8491,3,3,3,4,2,1
3944,17530.7834,2,2,2,1,2,1
3945,4735.5211,2,2,1,3,3,5
3946,14108.2868,2,3,2,2,2,5
3947,20929.5501,2,1,2,1,3,1
3948,15882.4633,2,3,2,2,4,1
3949,10303.3317,2,3,2,1,4,4
3950,9342.6544,3,3,2,2,4,5
3951,19240.2467,2,3,2,2,2,1
3952,35734.6907,3,3,3,4,3,4
3953,10398.3501,1,3,1,2,4,1
3954,28525.723,3,2,3,1,3,2
3955,17215.2353,2,3,2,2,3,1
3956,19891.9709,3,2,3,2,3,1
3957,26867.235,3,3,3,1,3,2
3958,18357.6711,3,3,3,2,3,2
3959,10352.2207,3,3,1,3,1,1
3960,18224.6982,3,2,2,1,4,3
3961,12113.6041,2,3,2,2,3,1
3962,21722.5301,3,3,3,2,3,1
3963,52172.0926,2,2,3,1,2,2
3964,6065.5809,3,3,3,1,4,5
3965,12220.0704,3,3,2,2,4,3
3966,19843.1937,4,2,3,2,3,1
3967,17404.0326,3,3,2,1,2,1
3968,4941.5671,2,3,1,1,4,5
3969,11703.031,2,3,2,1,4,1
3970,16006.381,3,5,3,3,3,1
3971,8113.314,3,1,3,1,4,5
3972,17578.8694,3,3,1,3,1,1
3973,18265.9019,3,3,1,3,1,1
3974,12953.5659,1,3,1,1,3,1
3975,17989.7358,3,2,2,1,2,5
3976,15353.2881,3,3,3,1,4,2
3977,22789.3308,4,3,2,3,2,1
3978,16302.7652,2,3,3,1,4,1
3979,21793.3678,3,3,2,2,4,1
3980,41362.3582,3,3,2,3,1,4
3981,25685.9139,2,3,2,2,4,1
3982,19790.4153,2,2,3,3,4,1
3983,13207.1118,3,3,3,2,4,1
3984,14001.9772,3,2,3,2,4,1
3985,34292.0292,3,2,2,1,2,4
3986,8930.8445,1,3,1,2,4,1
3987,25652.3835,3,3,2,2,3,1
3988,14108.2868,3,3,3,2,3,5
3989,35651.0332,2,5,2,3,1,4
3990,14146.183,2,1,3,1,3,1
3991,26130.5262,3,2,3,1,4,2
3992,19799.3672,4,3,3,1,4,2
3993,15850.0935,2,3,1,1,2,1
3994,13317.364,3,3,2,1,4,2
3995,24037.114,5,3,2,3,3,2
3996,32793.2688,3,3,2,1,3,2
3997,28360.0892,5,3,3,3,2,2
3998,10305.5614,3,3,1,1,4,1
3999,23116.6365,4,3,2,2,2,1
4000,23399.5706,3,4,2,2,3,1
4001,24159.5612,5,1,3,1,4,2
4002,8476.6592,3,2,2,2,4,1
4003,35802.3293,3,2,3,3,2,1
4004,13294.827,3,3,3,1,3,1
4005,19437.8896,2,3,2,1,2,1
4006,13090.7683,3,2,2,1,4,1
4007,21509.6256,3,3,3,1,2,2
4008,10739.5377,3,3,2,2,4,1
4009,20472.3273,2,3,2,1,2,1
4010,28530.1393,3,3,3,3,4,3
4011,13090.7683,2,3,3,2,4,1
4012,11497.5571,3,2,3,1,3,1
4013,16302.7652,3,2,3,1,4,1
4014,16258.6986,2,2,2,2,2,1
4015,28559.1918,4,3,3,1,4,1
4016,16814.7934,4,1,4,1,4,1
4017,8349.6505,3,3,2,2,4,1
4018,10296.1689,2,3,2,3,4,1
4019,15748.3939,3,3,2,2,3,1
4020,16329.0748,4,3,2,1,4,1
4021,38783.1979,3,2,2,2,1,4
4022,7509.6033,2,3,1,1,4,1
4023,9118.3914,4,3,3,1,4,1
4024,13849.5447,2,3,2,2,4,1
4025,39454.2742,2,3,2,3,2,4
4026,9290.1009,3,2,3,3,3,5
4027,32314.2278,3,5,1,4,1,2
4028,12153.1069,3,1,2,2,4,1
4029,26233.4818,3,3,2,3,4,3
4030,23255.4528,3,2,2,3,3,1
4031,21515.8307,3,3,2,2,4,1
4032,13009.2251,3,3,2,2,4,1
4033,45796.2181,3,1,2,3,2,4
4034,14715.7153,3,3,3,3,2,1
4035,15383.1584,1,3,2,2,3,4
4036,30547.111,3,2,3,1,4,1
4037,12411.014,2,2,1,2,3,1
4038,53659.6495,5,2,3,1,2,4
4039,19284.4019,2,3,2,2,2,1
4040,15051.257,2,3,2,2,2,1
4041,17715.7416,4,2,3,1,4,1
4042,33729.5404,3,3,3,1,2,2
4043,22926.0308,3,4,3,2,1,1
4044,27052.0386,4,3,2,3,2,1
4045,32659.6408,3,3,3,2,3,1
4046,37119.8736,3,3,3,1,2,1
4047,14602.3337,4,2,1,4,4,4
4048,45058.9984,2,3,2,1,1,1
4049,24888.6454,2,1,2,2,2,1
4050,20472.3273,3,3,2,1,3,1
4051,24636.8091,4,3,2,1,2,1
4052,13466.478,5,3,3,2,4,1
4053,16258.6986,3,3,1,2,3,1
4054,15700.0129,3,3,1,1,3,1
4055,34284.5045,3,3,2,1,3,3
